content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
,2024總統大選》房產專家對3組候選人「住房政策」的最犀利提問,2024年總統大選即將投票，隨著總統、副總統候選人政見發表會結束，三黨提出的住宅政策越來越清晰。「高房價下的居住正義」是三黨候選人有志一同想解決的命題。以下就政見落實的可行性，從我長期參與房地產資本市,財經,地產風雲,2024/01/03,"2024總統大選,賴清德,柯文哲,住房政策,侯友宜,居住正義,總統候選人政見,總統大選"
,降息、新青安房貸、大選將落幕...都是利多，台灣房價怎麼會跌,美國聯準會釋出降息訊號，全球股價大漲，房價也蠢蠢欲懂。專家預測，降息、新青安、大選即將落幕等利多助攻，明年房市恐價量齊漲。…美國聯準會維持利率不斷，並暗示明年降息3次，全球股市應聲大漲，台股大漲百點慶祝,財經,地產風雲,2023/12/14,"房貸補助,房市,預售屋,新青年安心成家房貸,新青安,青安貸款,降息"
,新天龍國是它！9間小學額滿有錢還讀不到，周邊學區宅3年漲42％,「新天龍國」新竹縣竹北市2022年人口成長超過14‰，但新建校舍速度卻趕不上就學人口增長，18間國小中，有９所為額滿學校，帶動學校周邊學區宅跟著搶手。根據台灣房屋實價資料，位於高鐵特區的東興國小周邊學,財經,地產風雲,2023/10/27," 房價,新竹, 房市"
,打房大將公開四度購屋經驗　張金鶚：房價要跌，難！ - 商業周刊第1782期 - 商周線上讀,商周線上讀，收錄台灣《商業周刊》雜誌歷年報導文章，包括第一桶金、金磚四國、一個台灣兩個世界、成功者的筆記本、台灣哥倫布、新零售、新製造、新物種等領先觀念，記錄台灣與世界二十年來的趨勢改變。,封面故事, ,2022-01-06,"張金鶚,房價,房市,打房,囤房稅"
https://podcasts.apple.com/tw/podcast/%E5%95%86%E5%91%A8%E8%AE%80%E6%9B%B8%E6%9C%83-%E7%BE%8E%E5%9C%8B%E5%A4%A7%E5%AD%B8%E9%82%8F%E8%BC%AF%E6%80%9D%E8%BE%A8%E8%81%96%E7%B6%93-%E5%B8%B6%E4%BD%A0%E7%9C%8B%E7%A9%BF%E5%81%87%E8%B1%A1-%E8%B5%B0%E5%87%BA%E8%AB%96%E9%BB%9E%E8%BF%B7%E9%9C%A7/id1537748440?i=1000640594001,,,,,,
,台股上看2萬點，資深投資人卻把錢放到債券現金⋯有錢人看到什麼苗頭？,2024年一開始，全球股市仍牛氣沖天。不過，避險代表的黃金價格也往上衝，意味著投資人對於經濟前景是又愛又怕。在股市方面，一派人追逐報酬率較高的標的，也有富人階級將資產分配到現金及債券，充分顯示保守與積,財經,投資理財,2024/01/05,"債券,投資,降息,牛市,現金"
,能貸多少錢？要繳很多稅？海外置產隱藏成本全揭露 - 商業周刊第1826期 - 商周線上讀,商周線上讀，收錄台灣《商業周刊》雜誌歷年報導文章，包括第一桶金、金磚四國、一個台灣兩個世界、成功者的筆記本、台灣哥倫布、新零售、新製造、新物種等領先觀念，記錄台灣與世界二十年來的趨勢改變。,封面故事, ,2022-11-10,"海外置產,移民,四八六,泰國,馬來西亞,澳洲"
,蝴蝶結影片吸40億次瀏覽　背後藏泰勒絲狂賣秘密 - 商業周刊第1886期 - 商周線上讀,38歲歌手拉娜．德芮一支用粉紅色蝴蝶結拍的8秒短影音，在TikTok上掀起風潮，類似風格的影片，在TikTok的瀏覽已達40億次。德芮加上粉紅蝴蝶結，象徵的是女性自覺，是一種名為coquette的風格。原本該詞帶有賣弄風騷的貶義，《紐約時報》解釋，現在已用來表達女性特質，更帶著柔軟、精緻的感覺。不少原本具備coquette風格的時尚品牌，討論度也逐漸增溫。,國際視窗, ,2024-01-04,"TikTok,Z世代,蝴蝶結,千禧世代,prada,miumiu,芭比,泰勒絲,女性"
,2024勞工紓困貸款1/5開放登記！4個符合資格、線上申請教學一次看,為協助勞工朋友度過農曆年前經濟困難，勞動部2024年「勞工保險被保險人紓困貸款」已於1月5日開放辦理！至1月19日截止。只要符合4個申請條件，每人最高可貸10萬元，貸款期間3年、年利率目前2.04，前,財經,投資理財,2024/01/05,"勞保紓困貸款,勞工紓困貸款申請,勞工紓困貸款利率,貸款,勞工紓困貸款,勞工"
,「我先付，再給我錢就好！」為何搶著墊錢的朋友很聰明？,聚會、分攤付款時，先刷卡幫大家墊付其實好處多多。目的當然不是要貪小便宜，也不是想過過領導統御的乾癮，真正的目的在於搞好「現金流量」。這種充分發揮信用卡付款的優點，以創造利益的手法，有人稱為「分攤付款金,財經,投資理財,2024/01/05,"刷卡,理財,現金流,利息,投資"
,相遇是緣分，深交卻要看人品⋯一個人值不值得深交，就看他如何回訊息,1.人與人的交談中，讓對方覺得舒服，是一個人最基本的修養。而一個人的言談，往往最能暴露他的人品。2.本文整理了4個人與人之間的交談重點：凡事有交代，是可靠；出言有尺度，是分寸；在上不傲人、在下不悲人，,職場,職場修練,2021/03/29,"值得,交情,尊重,傳訊息,朋友,LINE"
https://www.businessweekly.com.tw/careers/blog/3005976,,,,,,
,超級藥局來了！全台店數直逼小七＋全家，掌握電商沒法搶的市場，下個零售之王誕生 - 商業周刊第1858期 - 商周線上讀,全台藥局數量，已接近7-Eleven和全家便利商店的總和，這也讓藥學系學生成為大熱門，再加上口罩實名制、快篩實名制、送藥到府等政策，像是一股股推力，讓消費者開始主動踏進藥局。量變，質也變，新式藥局商品組合跳脫想像，能蝦皮取貨，雞蛋、寵物生日蛋糕都賣，與超商、超市越來越像，儼然成為萬能超級商店。這商機熱到連零售巨頭統一、科技大廠佳世達都大動作布局。,封面故事, ,2023-06-21,"藥局,藥學系,藥師,丁丁藥局,零售業,寶雅,電商"
,桃園小藥局翻身全台第一！大樹董座獨家專訪：「不要講創新，講改善就好」 - 商業周刊第1858期 - 商周線上讀,藥局龍頭大樹曾經只是桃園小藥局，為何能翻身全台第一？商周獨家專訪董座鄭明龍，他說秘訣在「不要講創新，講改善就好」，他以零售業為師，拆解全家、阿里巴巴等成功企業心法，幫員工職涯規畫，把他們從專才變通才，營收、店數、股價遠勝同業，旗下更有全台最多藥師，還跨界寵物、進軍馬來西亞、中國，跳脫人們對傳統藥局的想像。,封面故事, ,2023-06-21,"大樹,藥局,連鎖藥局,藥師,零售,加盟"
,大樹藥局砸錢養才拚規模，挑戰還沒完！董座預言，全聯切入機率是百分之百 - 商業周刊第1858期 - 商周線上讀,大樹藥局董事長鄭明龍以零售業為師，打破規則，更打破產業天花板，讓大樹營收、店數、股價都遠勝同業。但這背後卻得犧牲短期獲利，甚至沒法買任何房地產，從店面到總部都用租的！他說，最大的挑戰在未來，新玩家將變更多，全聯暫時退出，但最終仍會切入，連好市多、沃爾瑪都可能是對手。,封面故事, ,2023-06-21,"大樹,全聯,林敏雄,好市多,零售業"
https://www.youtube.com/watch?v=juA6-h5gJSc,,,,,,
,「越反常越成功」賺到日泰星馬，南漂原民返鄉如何變身億元豪車旅遊王？ - 商業周刊第1862期 - 商周線上讀,一位花蓮原民部落的青年，南漂到大城市闖蕩卻一事無成，回鄉後竟發光發熱，變身東台灣賓士9人座旅遊車隊霸主，還一路賺到日泰星馬！他是永津國際旅行社總經理黃文政，靠著「越反常越成功」的破框力，不到四年兩度成功創業，從開怪便當店到豪華車隊旅行社，今年營收上看兩億元。失敗魯蛇如何大翻身，一起來看他的故事。,人物特寫, ,2023-07-20,"黃文政,永津國際旅行社,張安平,創業,賓士旅遊車隊,鬼頭刀便當"
,鹿特丹靈魂融入台南新化　開箱全台最美果菜市場 - 商業周刊第1824期 - 商周線上讀,商周線上讀，收錄台灣《商業周刊》雜誌歷年報導文章，包括第一桶金、金磚四國、一個台灣兩個世界、成功者的筆記本、台灣哥倫布、新零售、新製造、新物種等領先觀念，記錄台灣與世界二十年來的趨勢改變。,生活新鮮事, ,2022-10-27,"果菜市場,台南,鹿特丹,建築"
,無盡探索 勇於開創 侯劭諺帶領喜特麗往下一個經典三十年持續前行,喜特麗國際總經理侯劭諺，秉持「超越已知，無盡探索」帶領企業成功擴展新格局，從內銷到外銷乃至電商，將父親創建的廚電品牌，精進轉型跟上時代腳步，更洞悉品牌未來發展的無限可能。在他的帶領下，品牌以累積而來的,焦點,,2023/12/26,
,2024總統大選》候選人「能源」政見總整理，核電怎麼解決？誰能讓台灣不缺電？,2024總統大選進入倒數階段，最受矚目的民眾黨候選人柯文哲、國民黨候選人侯友宜、民進黨候選人賴清德，針對核能、再生能源，各提出哪些政見，怎麼推動台灣能源轉型同時確保不缺電？,焦點,時事分析,2024/01/04," 郭台銘, 賴清德, 總統大選,2024總統大選, 柯文哲, 國民黨, 能源, 民眾黨, 民進黨, 核能, 侯友宜, 缺電"
,台灣麥當勞前總裁　人生三度重開機告白 - 商業周刊第1598期 - 商周線上讀,商周線上讀，收錄台灣《商業周刊》雜誌歷年報導文章，包括第一桶金、金磚四國、一個台灣兩個世界、成功者的筆記本、台灣哥倫布、新零售、新製造、新物種等領先觀念，記錄台灣與世界二十年來的趨勢改變。,人物特寫, ,2018-06-28,
,中國年輕人瘋線上付費馬拉松，卻又花錢找人代跑⋯是為了什麼？,在運動App上完成目標運動、領虛擬徽章，已經沒辦法滿足一些年輕人了。中國自2022年開始，興起「買」獎牌的活動：年輕人付費參加虛擬路跑，以獲取平台頒發的實體獎牌。以健身App––Keep為例，2022,國際,趨勢中國,2023/02/14,"健身App,代跑,馬拉松"
https://www.youtube.com/watch?v=o-fuaCMyFCw,,,,,,
https://www.youtube.com/watch?v=o-fuaCMyFCw,,,,,,
,吳淡如：到了40歲，還告訴自己「再撐一下」，代表你沒學會「人生取捨」,到了中年，最慘的莫過於是不能「去蕪存菁」的人。我有位友人，小我3、4歲，身掛5家公司的總經理。飯從來沒有準時吃過，覺也從來沒有睡飽過，運動也從來沒有過，10年來，我眼看著他像吹氣球一般，虛胖到百公斤以,職場,心靈成長,2018/03/27,"吳淡如,代表,吴淡如,到了,再撐一下,site:www.businessweekly.com.tw,撐一下"
,掃地，掃到世界第一！羽田機場首席清潔婦：什麼工作都用心去做，就是專家,我非常喜歡清潔工作前幾天有機會和年輕的同事聊天，有人問我：「新津女士，您沒有想過要辭掉現在的工作，或去做別的工作嗎？」我毫不猶豫回答：「沒有。」廣告到底在什麼情況下，會讓人想要辭掉工作呢？比如和公司裡,財經,焦點人物,2017/02/04,羽田機場 清潔
,年過45歲，才發現自己除了工作什麼都沒有⋯過來人：人生有更值得的事,年過45歲還繼續工作的人，如果沒有擔任管理職，應該多少會出現「自己好像不是主角的感覺」。你可以努力在職場上，再次提升自己的存在感；可以嘗試運用以往建立的交際能力，重新思考自己在職場上的定位。也可以試著,職場,心靈成長,2023/08/25,"職涯,人生,選擇,平衡,職場,工作"
,好好生活，工作真的會變順！5個方法避免每天起床就心累,許多職業倦怠，都是因為忘記「好好生活」。作者提供五個解方，幫你從改善工作開始，理解工作和生活如何相輔相成。…一、設立界線：下班後，就不要想工作對你來說，這可能關乎工作量與工作行程表。要是你每天工作十個小,職場,職場修練,2020/09/16,"工作日程調整,好好生活,上班好累"
https://www.businessweekly.com.tw/careers/blog/3003919,,,,,,
,辦電競世界盃、挖角C羅　看懂石油霸主不得不的轉型（下） - 商業周刊第1886期 - 商周線上讀,2024電競世界盃、2029年冬奧、2030世界博覽會，都將在這裡發生。這個由皇室宗族統治的沙烏地阿拉伯，正放鬆管制，吸引外資與觀光客。以總預算達5千億美元、號稱機器人將比人多的「新未來城」NEOM為例，它將在紅海邊蓋出線性城市，砸錢沒有極限。更開3倍薪挖人才、招足球巨星C羅。憑藉油元、人口紅利與轉型決心，沙烏地再次成為全球焦點。,封面故事, ,2024-01-04,"沙烏地,阿拉伯,杜拜,利雅德,中東,c羅,奧運"
,千萬別輕信「我認識中東王子」潛力堪比印度的淘金3眉角 - 商業周刊第1886期 - 商周線上讀,商周前進野心新中東，在這裡採訪台商及台幹，他們眼中看到什麼機會使他們趨之若鶩？同時，經濟、文化、管理等實際落地問題，也成為風險及考驗。,封面故事, ,2024-01-04,"中東,台商,落地,機會,風險"
https://www.businessweekly.com.tw/Archive/Article?StrId=7009457,,,,,,
https://www.youtube.com/watch?v=ld3Tp_DPfso,,,,,,
,勸你直接撕掉邀請函！哈佛商院教授的忠告：參加校友聚會很「危險」,我一再看到許多學生遇到這種情形。由於生怕昔日同窗好友個個闖出一番成績，自己卻落得既無錢財又沒出息，還得苦哈哈地為生活四處奔波，剛出爐的畢業生都會選擇表面上看來最安全的一條出路，接受起薪最高的工作，這樣,職場,職場修練,2020/08/13,"畢業生,職涯,校友會,同學會,哈佛"
,朋友聚會，你花多少錢吃飯？一個觀念，比理財、進修更能帶動「人生晉級」,1.湯姆．歐尼爾是紐約知名律師事務所的律師，妻子瑪格麗特在紐約大學主修物理治療，兩人養育三個孩子；隔壁的約翰．維柏林也是一位成功的律師，他的太太瓊恩是法律事務所的秘書，同樣過著一家五口的生活。2.這兩,財經,投資理財,2020/09/16,"同儕影響,習慣致富,人生晉級,社交支出"
, 旅遊該不該帶伴手禮給同事？多做一個動作差很多,1.買一份伴手禮分送同事可做順水人情，慰勞「留守」的同事，別應付了事。2.親自送到手上，代表「我把你們放心上」。3.選擇分別的小包裝，也是一種貼心的展現。…出差旅遊，別再買整盒伴手禮回來了我們之前已經談,職場,職場修練,2021/03/26,"出差,小包裝,伴手禮,親送"
,耕著東洋挺健康 – 譜寫公益四季組曲 吹奏利他熱情樂章,2022年4月侯靜蘭上任台灣東洋總經理後積極推動公益，展開為期三年的「耕著東洋挺健康」公益計畫，以「吃得健康」為出發點，第一年與桃園大溪堅持無毒耕種的小農合作契作「東洋田」，第二年從初春的農耕寫生，盛,焦點,,2024/01/02," ESG,公益"
,2024總統大選》候選人「民生問題」政見總整理，誰能解決少子化、長照危機？,面對「少子化是國安危機」，台灣將邁入超高齡社會、長照體系該怎麼因應等問題，2024總統大選國民黨候選人侯友宜、民眾黨候選人柯文哲、連署參選人郭台銘、民進黨候選人賴清德等4人，各提出哪些政見因應？生育／,焦點,時事分析,2023/12/18,"2024總統大選,民進黨,總統大選,改變世界的一票,民眾黨,國民黨"
,小宅、公設4成 「獨立但不孤獨」將翻轉房市 - 商業周刊第1880期 - 商周線上讀,如今「新40代」跟誰住、住哪裡全反邏輯！他們的夢幻宅要獨立但不孤獨、小坪數且高公設。與伴侶遠走他鄉或與好友同住、入住共生宅、養生村都成新選擇。健康智慧宅也因此崛起，讓豪宅、三代宅逐步退出主流。,封面故事, ,2023-11-23,"共生宅,養生村,長照機構,壯世代"
,2024總統大選》候選人「民生問題」政見總整理，誰能解決少子化、長照危機？,面對「少子化是國安危機」，台灣將邁入超高齡社會、長照體系該怎麼因應等問題，2024總統大選國民黨候選人侯友宜、民眾黨候選人柯文哲、連署參選人郭台銘、民進黨候選人賴清德等4人，各提出哪些政見因應？生育／,焦點,時事分析,2023/12/18,"2024總統大選,民進黨,總統大選,改變世界的一票,民眾黨,國民黨"
,鄒開蓮對談簡立峰 45歲部署第二人生的名片 - 商業周刊第1734期 - 商周線上讀,商周線上讀，收錄台灣《商業周刊》雜誌歷年報導文章，包括第一桶金、金磚四國、一個台灣兩個世界、成功者的筆記本、台灣哥倫布、新零售、新製造、新物種等領先觀念，記錄台灣與世界二十年來的趨勢改變。,特別企劃, ,2021-02-04,"Google,簡立峰,職場,鄒開蓮,職涯,雅虎,退休"
,工作快30年、當到校長退休才知道：原來上班工作，好處那麼多,一位退休校長自述，過去工作時，覺得工作的意義不外乎是「實現自我價值」、「服務人群」，或是「賺錢養家付房貸」、「和其他人產生社交連結」。但從準退休到退休，他發現，原來有地方上班、有個工作，還有更多好處。,職場,職場修練,2023/10/22,"退休,工作,職場"
,世博推手專訪》沙國用KPI管公務員，沒達標就丟官！ - 商業周刊第1886期 - 商周線上讀,沙烏地阿拉伯利雅德以超過6成票數奪下2030世界博覽會主辦權，為何它勢在必得？商周專訪幕後推手，他說王儲用KPI衡量政府績效。這比較像是私人企業的邏輯，如果你不能（繳出成果）就無法留下。KPI是從上到下，從部長一直到基層職員都適用。如果你說，這也許會失敗，那就永遠不會開始。,封面故事, ,2024-01-04,"世博,kpi,利雅德,沙烏地,阿拉伯"
,同學都去考公務員，他卻去學修摩托車，20年後坐擁3家店...好工作，是做出來的,這世界上，沒有工作是完美的。一旦未能認清這點，就會在求職或轉職時，搖擺不定，下不了決心。Tony是一個典型案例，退伍3年，換過1個工作，目前工作做得不好不壞，想要趁著30歲前確定人生方向，於是再度站到,職場,職場修練,2019/09/04,"工作,公務員"
,開店2年慘賠四百多萬，改開Uber還清債務⋯認清定位，選做哪一行沒有好壞,一位Uber司機靠開uber還清開咖啡廳欠下的債務，還每天只要工作2個時段。不少上班族對創業當老闆有很多想像，覺得當老闆好像很賺，但現實往往不是如此，做生意的學問，真的要走一遭才會知道。每個人都應該要,財經,投資理財,2024/01/04,"職涯,計程車,人生,uber,工作"
,寫字方正者好服從、偏長的人愛出風頭...從筆跡洞悉12種同事、情人的心理性格,你最近在想什麼，筆跡知道書寫是現代人記錄和傳遞資訊的交流活動，而筆跡是書寫留下的痕跡。根據筆跡的特點判斷某些字為何人所寫，稱作筆跡鑑定；透過筆跡了解書寫者的個性和書寫時的生理、心理狀態，稱作筆跡分析。,職場,心靈成長,2018/09/03,"寫字,服從,同事,方正"
,出國旅行遇大雨⋯計程車司機一句話，教會我什麼叫正向思考,心態，是你選擇看待事情的角度，就算是一樣的事物，每個人看到的也會有所不同。小小的心態差異，就會決定我們是否能主導自己的人生，或是受到環境支配；會決定我們能否產生動力和決心，或因位阻力和擔憂變得軟弱。,職場,心靈成長,2024/01/05,"司機,成功,心態,計程車,旅遊"
,一份讓老闆秒懂重點的「進度報告」怎麼寫？,管理偌大的團隊，每天日理萬機，主管關切的，不是我們每天「已經做」的流水帳，這就是我們的本份。他更仰賴我們，能提出業務上有哪些「應該做」、甚至是「做更多」的部分。找到之所以現在「還沒做」的癥結，有效動員,職場,職場修練,2024/01/05,"進度報告,職場,向上管理,主管,溝通技巧"
