content_id,content_title_h1,content_title_description,content_class_main,content_class_sub,content_date_time,content_tag
5128363?utm_campaign=line_cw-social-daily-240102-5128363&utm_source=line_cw&utm_medium=social,經濟學人精選：2024全球大事記,經濟學人年度特刊《2024全球大趨勢》，為你精選世界各地發生的大小事。,重磅外媒,經濟學人,2023-12-11,"2024全球大趨勢,2024大事記,2024行事曆"
5128034?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink&_branch_match_id=1270991553862503019&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTy5PLCjQA%2BGczLxs%2FfBMk6w8S9OMKLckAFGWCRAiAAAA,頂尖人才離職重要因素：同事難相處,調查顯示，98%的人在工作上曾遇到粗魯行為。那些認為同事難相處的人，離職的可能性增加一倍，其中又以頂尖人才的離職風險最高。,管理,職場競爭力,2023-11-10,"職場,衝突,同事,人際關係,負面關係,相處,情緒"
5128697?utm_campaign=line_cw-social-daily-240102-5128697&utm_source=line_cw&utm_medium=social,不發言、不接電話？別讓社恐阻礙升遷跳槽　4招擺脫職場社交焦慮,【個人管理】工作能力不輸人，但因為社交恐懼症處處吃虧，還有救嗎？專家提供4個策略，教你打破自我挫敗的循環， 減緩恐慌，還能展現積極態度，驚豔主管與同事。,管理,職場競爭力,2023-12-25,"社交焦慮症,社交恐懼症,社恐,壓力,焦慮管理,個人管理"
https://podcasts.apple.com/tw/podcast/%E5%89%B5%E6%96%B0%E7%AA%81%E5%9C%8D-%E7%A2%B3%E4%B8%AD%E5%92%8C%E6%99%82%E4%BB%A3%E4%BE%86%E8%87%A8-%E8%B7%9F%E8%91%97kpmg%E5%AE%89%E4%BE%AF%E5%BB%BA%E6%A5%AD%E8%A6%AA%E8%A8%AA-%E8%81%BD%E5%8F%B0%E7%81%A3%E4%B8%AD%E5%8D%97%E9%83%A86%E5%A4%A7%E5%84%AA%E8%B3%AA%E4%BC%81%E6%A5%AD%E5%A6%82%E4%BD%95%E6%87%89%E5%B0%8D%E6%B8%9B%E7%A2%B3%E8%BD%89%E5%9E%8B/id1486227803?i=1000637146648,,,,,,
5128774?utm_campaign=line_cw-social-daily-240102-5128774&utm_source=line_cw&utm_medium=social,1億美元投資台灣　國防大廠諾格：請台灣加入我們的供應鏈,美國國防大廠諾格在台灣設新辦公室，並要投資1億美元，為何諾格要下這個決定？目前已經確定會授權台灣生產30公厘鏈砲彈藥，台灣能透過這個機會得到技術轉移嗎？,產業,製造,2023-12-29,"諾斯洛普格魯曼,格魯曼,諾格,國防,軍售,軍火工業"
5128795?utm_campaign=line_cw-social-daily-240102-5128795&utm_source=line_cw&utm_medium=social,台灣大選2024：被捲入政治角力的宮廟和信眾,每一年，張克中都會從台灣到中國大陸的媽祖廟進香。作為雲林麥寮拱範宮的主任委員，他說每次到對岸交流，都有「跟著媽媽回娘家」的感覺。「我們就是拱範宮開山媽祖的小孩 。開山媽祖要回娘家，這些子子孫孫就是跟著媽媽去阿嬤家一樣。」,政治社會,政治,2024-01-02,"2024選舉,總統大選,宗教信仰,政治角力,台灣,宮廟,統戰"
https://podcasts.apple.com/tw/podcast/%E5%89%B5%E6%96%B0%E7%AA%81%E5%9C%8D-%E7%A2%B3%E4%B8%AD%E5%92%8C%E6%99%82%E4%BB%A3%E4%BE%86%E8%87%A8-%E8%B7%9F%E8%91%97kpmg%E5%AE%89%E4%BE%AF%E5%BB%BA%E6%A5%AD%E8%A6%AA%E8%A8%AA-%E8%81%BD%E5%8F%B0%E7%81%A3%E4%B8%AD%E5%8D%97%E9%83%A86%E5%A4%A7%E5%84%AA%E8%B3%AA%E4%BC%81%E6%A5%AD%E5%A6%82%E4%BD%95%E6%87%89%E5%B0%8D%E6%B8%9B%E7%A2%B3%E8%BD%89%E5%9E%8B/id1486227803?i=1000637146648,,,,,,
https://maac.io/2n47v/dtbw6,,,,,,
5122603?utm_source=line_cw&utm_medium=social&utm_campaign=line_cw-social-deeplink-240102-5122603&_branch_match_id=1270993423095066539&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXTywoyMnMy9ZLLtdLzs%2FVKynXD8zztajwNPcPdUsCANLB%2BqYlAAAA,稻盛和夫：這才是真正有價值的人生,日本「經營之聖」、京瓷創辦人稻盛和夫於8月24日病逝，享耆壽90歲。他曾說，工作不會只帶來苦難與折磨，人生也不只是為了延續生命而已。在他眼中，如何才是真正有價值的人生？,人物,CEO觀點,2022-08-31,"稻盛和夫,經營之聖,日本,日航,京瓷,工作,人生"
https://podcasts.apple.com/tw/podcast/%E5%89%B5%E6%96%B0%E7%AA%81%E5%9C%8D-%E7%A2%B3%E4%B8%AD%E5%92%8C%E6%99%82%E4%BB%A3%E4%BE%86%E8%87%A8-%E8%B7%9F%E8%91%97kpmg%E5%AE%89%E4%BE%AF%E5%BB%BA%E6%A5%AD%E8%A6%AA%E8%A8%AA-%E8%81%BD%E5%8F%B0%E7%81%A3%E4%B8%AD%E5%8D%97%E9%83%A86%E5%A4%A7%E5%84%AA%E8%B3%AA%E4%BC%81%E6%A5%AD%E5%A6%82%E4%BD%95%E6%87%89%E5%B0%8D%E6%B8%9B%E7%A2%B3%E8%BD%89%E5%9E%8B/id1486227803?i=1000637146648,,,,,,
https://maac.io/2n47v/dtbw6,,,,,,
https://ooopenlab.cc/quiz/oNzl7BhzVIfZ8gE5Lpyg?ref=e8t7L-,,,,,,
